input_cif_name,property,trend,prompt,origin_prop_value
mp-10910_sg_70_formula_Al2Ru.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Al2Ru
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63173266
_cell_length_b   4.63173115
_cell_length_c   4.98193129
_cell_angle_alpha   103.87669970
_cell_angle_beta   103.87668237
_cell_angle_gamma   118.95137988
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2Ru
_chemical_formula_sum   'Al4 Ru2'
_cell_volume   82.43763621
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.79593897  0.20406103  0.75000000  1.0
  Al  Al1  1  0.45406103  0.54593897  0.75000000  1.0
  Al  Al2  1  0.20406103  0.79593897  0.25000000  1.0
  Al  Al3  1  0.54593897  0.45406103  0.25000000  1.0
  Ru  Ru4  1  0.12500000  0.87500000  0.75000000  1.0
  Ru  Ru5  1  0.87500000  0.12500000  0.25000000  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",0.086399999999999
mp-11582_sg_33_formula_LiGaSe2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_LiGaSe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.58957376
_cell_length_b   6.86953237
_cell_length_c   8.26428029
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiGaSe2
_chemical_formula_sum   'Li4 Ga4 Se8'
_cell_volume   374.10157459
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.11960890  0.91360938  0.62158584  1.0
  Li  Li1  1  0.61960890  0.08639062  0.37841416  1.0
  Li  Li2  1  0.61960890  0.58639062  0.12158584  1.0
  Li  Li3  1  0.11960890  0.41360938  0.87841416  1.0
  Ga  Ga4  1  0.62273089  0.57334526  0.62580377  1.0
  Ga  Ga5  1  0.12273089  0.42665474  0.37419623  1.0
  Ga  Ga6  1  0.12273089  0.92665474  0.12580377  1.0
  Ga  Ga7  1  0.62273089  0.07334526  0.87419623  1.0
  Se  Se8  1  0.50583385  0.90660799  0.63443971  1.0
  Se  Se9  1  0.00583385  0.09339201  0.36556029  1.0
  Se  Se10  1  0.00583385  0.59339201  0.13443971  1.0
  Se  Se11  1  0.50583385  0.40660799  0.86556029  1.0
  Se  Se12  1  0.98982535  0.06671919  0.88119243  1.0
  Se  Se13  1  0.48982635  0.93328081  0.11880757  1.0
  Se  Se14  1  0.48982635  0.43328081  0.38119243  1.0
  Se  Se15  1  0.98982535  0.56671919  0.61880757  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",2.0656
mp-11694_sg_69_formula_Cs2Pd3Se4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Cs2Pd3Se4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.47570604
_cell_length_b   6.47568257
_cell_length_c   7.98569785
_cell_angle_alpha   102.03435584
_cell_angle_beta   102.03454916
_cell_angle_gamma   119.09523038
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2Pd3Se4
_chemical_formula_sum   'Cs2 Pd3 Se4'
_cell_volume   266.71164612
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.65379905  0.65379905  0.30766439  1.0
  Cs  Cs1  1  0.34620095  0.34620095  0.69233561  1.0
  Pd  Pd2  1  -0.00000000  -0.00000000  -0.00000000  1.0
  Pd  Pd3  1  0.50000000  -0.00000000  -0.00000000  1.0
  Pd  Pd4  1  -0.00000000  0.50000000  -0.00000000  1.0
  Se  Se5  1  0.05687305  0.72128612  0.77818878  1.0
  Se  Se6  1  0.94312695  0.27871388  0.22181122  1.0
  Se  Se7  1  0.27871488  0.94312795  0.22181122  1.0
  Se  Se8  1  0.72128512  0.05687205  0.77818878  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.986699999999999
mp-11737_sg_2_formula_Li4SiO4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Li4SiO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.98181878
_cell_length_b   4.98430893
_cell_length_c   7.45868188
_cell_angle_alpha   82.62832057
_cell_angle_beta   70.99567042
_cell_angle_gamma   68.24452594
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li4SiO4
_chemical_formula_sum   'Li8 Si2 O8'
_cell_volume   162.63257654
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.76251311  0.73493627  0.00517848  1.0
  Li  Li1  1  0.23748689  0.26506373  0.99482152  1.0
  Li  Li2  1  0.51171231  0.76242155  0.44343563  1.0
  Li  Li3  1  0.48828769  0.23757845  0.55656437  1.0
  Li  Li4  1  0.07681525  0.24972340  0.40757833  1.0
  Li  Li5  1  0.92318475  0.75027660  0.59242167  1.0
  Li  Li6  1  0.60955555  0.21285489  0.19447836  1.0
  Li  Li7  1  0.39044445  0.78714511  0.80552164  1.0
  Si  Si8  1  0.84093053  0.21817685  0.76312539  1.0
  Si  Si9  1  0.15906947  0.78182315  0.23687461  1.0
  O  O10  1  0.63554440  0.01311117  0.80603325  1.0
  O  O11  1  0.36445560  0.98688883  0.19396675  1.0
  O  O12  1  0.30038308  0.51746974  0.37468219  1.0
  O  O13  1  0.69961692  0.48253026  0.62531781  1.0
  O  O14  1  0.81940426  0.97128573  0.36941657  1.0
  O  O15  1  0.18059574  0.02871427  0.63058343  1.0
  O  O16  1  0.15020703  0.66504892  0.04697233  1.0
  O  O17  1  0.84979297  0.33495108  0.95302767  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",4.7841000000000005
mp-12177_sg_4_formula_Te2O5.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Te2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71663094
_cell_length_b   5.39747983
_cell_length_c   7.97540373
_cell_angle_alpha   104.17648174
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Te2O5
_chemical_formula_sum   'Te4 O10'
_cell_volume   196.85389011
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.88504362  0.14025698  0.37981008  1.0
  Te  Te1  1  0.38504362  0.85974302  0.62018992  1.0
  Te  Te2  1  0.49295799  0.25672659  0.01123471  1.0
  Te  Te3  1  0.99295799  0.74327341  0.98876529  1.0
  O  O4  1  0.03920029  0.87460737  0.50762267  1.0
  O  O5  1  0.53920029  0.12539263  0.49237733  1.0
  O  O6  1  0.17286417  0.66462709  0.77431710  1.0
  O  O7  1  0.67286417  0.33537291  0.22568290  1.0
  O  O8  1  0.79730135  0.83494152  0.20648506  1.0
  O  O9  1  0.29730135  0.16505848  0.79351494  1.0
  O  O10  1  0.73124156  0.96532694  0.90213068  1.0
  O  O11  1  0.23124156  0.03467306  0.09786932  1.0
  O  O12  1  0.73289902  0.46790188  0.90741797  1.0
  O  O13  1  0.23289902  0.53209812  0.09258203  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",1.6822
mp-12277_sg_189_formula_CaAgP.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_CaAgP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.02965944
_cell_length_b   7.02965770
_cell_length_c   4.19710426
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999351
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaAgP
_chemical_formula_sum   'Ca3 Ag3 P3'
_cell_volume   179.61759693
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.58838669  -0.00000000  0.50000000  1.0
  Ca  Ca1  1  0.41161331  0.41161331  0.50000000  1.0
  Ca  Ca2  1  0.00000000  0.58838669  0.50000000  1.0
  Ag  Ag3  1  0.25246970  -0.00000000  0.00000000  1.0
  Ag  Ag4  1  0.74753030  0.74753030  0.00000000  1.0
  Ag  Ag5  1  0.00000000  0.25246970  -0.00000000  1.0
  P  P6  1  0.00000000  -0.00000000  0.50000000  1.0
  P  P7  1  0.33333300  0.66666700  0.00000000  1.0
  P  P8  1  0.66666700  0.33333300  0.00000000  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.007
mp-12403_sg_152_formula_LiBF4.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_LiBF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.73333170
_cell_length_b   4.73333257
_cell_length_c   10.83966193
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000053
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBF4
_chemical_formula_sum   'Li3 B3 F12'
_cell_volume   210.31988033
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00000000  0.45103296  0.66666700  1.0
  Li  Li1  1  0.45103296  0.00000000  0.33333300  1.0
  Li  Li2  1  0.54896704  0.54896704  -0.00000000  1.0
  B  B3  1  0.55613501  0.55613501  0.50000000  1.0
  B  B4  1  -0.00000000  0.44386499  0.16666700  1.0
  B  B5  1  0.44386499  0.00000000  0.83333300  1.0
  F  F6  1  0.57548036  0.91917567  0.93442562  1.0
  F  F7  1  0.08082433  0.65630569  0.26775862  1.0
  F  F8  1  0.34369431  0.42451964  0.60109162  1.0
  F  F9  1  0.65630569  0.08082433  0.73224138  1.0
  F  F10  1  0.42451964  0.34369431  0.39890838  1.0
  F  F11  1  0.91917567  0.57548036  0.06557438  1.0
  F  F12  1  0.26666571  0.40602841  0.13458007  1.0
  F  F13  1  0.59397159  0.86063729  0.46791307  1.0
  F  F14  1  0.13936271  0.73333429  0.80124607  1.0
  F  F15  1  0.86063729  0.59397159  0.53208693  1.0
  F  F16  1  0.73333429  0.13936271  0.19875393  1.0
  F  F17  1  0.40602841  0.26666571  0.86541993  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",8.246
mp-12623_sg_140_formula_BaPdF4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_BaPdF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.20329719
_cell_length_b   6.20329739
_cell_length_c   6.99184901
_cell_angle_alpha   116.33438261
_cell_angle_beta   116.33440224
_cell_angle_gamma   90.00000506
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaPdF4
_chemical_formula_sum   'Ba2 Pd2 F8'
_cell_volume   209.51956412
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75000000  0.75000000  0.50000000  1.0
  Ba  Ba1  1  0.25000000  0.25000000  0.50000000  1.0
  Pd  Pd2  1  0.50000000  0.00000000  -0.00000000  1.0
  Pd  Pd3  1  -0.00000000  0.50000000  -0.00000000  1.0
  F  F4  1  0.96715217  0.46715217  0.25577882  1.0
  F  F5  1  0.71137435  0.21137435  0.74422118  1.0
  F  F6  1  0.03284783  0.53284783  0.74422118  1.0
  F  F7  1  0.21137435  0.03284783  0.74422118  1.0
  F  F8  1  0.28862565  0.78862565  0.25577882  1.0
  F  F9  1  0.46715217  0.28862565  0.25577882  1.0
  F  F10  1  0.78862565  0.96715217  0.25577882  1.0
  F  F11  1  0.53284783  0.71137435  0.74422118  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",1.4527
mp-12903_sg_113_formula_YAgTe2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_YAgTe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67484568
_cell_length_b   7.15729248
_cell_length_c   7.15729248
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YAgTe2
_chemical_formula_sum   'Y2 Ag2 Te4'
_cell_volume   239.47755131
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.79353907  -0.00000000  0.50000000  1.0
  Y  Y1  1  0.20646093  0.50000000  -0.00000000  1.0
  Ag  Ag2  1  -0.00000000  -0.00000000  -0.00000000  1.0
  Ag  Ag3  1  -0.00000000  0.50000000  0.50000000  1.0
  Te  Te4  1  0.28132163  0.79864068  0.29864068  1.0
  Te  Te5  1  0.71867837  0.29864068  0.20135932  1.0
  Te  Te6  1  0.71867837  0.70135932  0.79864068  1.0
  Te  Te7  1  0.28132163  0.20135932  0.70135932  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",0.8975000000000001
mp-12927_sg_140_formula_Ba(BeN)2.cif,band gap,increase,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Ba(BeN)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.83220746
_cell_length_b   5.83220746
_cell_length_c   5.83220746
_cell_angle_alpha   121.91483820
_cell_angle_beta   121.91483820
_cell_angle_gamma   86.71421375
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(BeN)2
_chemical_formula_sum   'Ba2 Be4 N4'
_cell_volume   135.97289375
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75000000  0.75000000  -0.00000000  1.0
  Ba  Ba1  1  0.25000000  0.25000000  -0.00000000  1.0
  Be  Be2  1  0.12856008  0.62856008  0.75712016  1.0
  Be  Be3  1  0.62856008  0.87143992  0.50000000  1.0
  Be  Be4  1  0.37143992  0.12856008  0.50000000  1.0
  Be  Be5  1  0.87143992  0.37143992  0.24287984  1.0
  N  N6  1  0.16605692  0.33394308  0.50000000  1.0
  N  N7  1  0.66605692  0.16605692  0.83211484  1.0
  N  N8  1  0.83394308  0.66605692  0.50000000  1.0
  N  N9  1  0.33394308  0.83394308  0.16788516  1.0

 Your goal: modify the CIF file accordingly to increase the band gap.",1.178999999999999
mp-13682_sg_61_formula_PdS2.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_PdS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.48297086
_cell_length_b   5.56536307
_cell_length_c   7.88021863
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PdS2
_chemical_formula_sum   'Pd4 S8'
_cell_volume   240.46269291
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.50000000  0.00000000  0.50000000  1.0
  Pd  Pd1  1  -0.00000000  0.50000000  0.50000000  1.0
  Pd  Pd2  1  0.50000000  0.50000000  -0.00000000  1.0
  Pd  Pd3  1  -0.00000000  0.00000000  -0.00000000  1.0
  S  S4  1  0.60477143  0.11041335  0.07829600  1.0
  S  S5  1  0.10477143  0.38958665  0.92170400  1.0
  S  S6  1  0.39522857  0.61041335  0.42170400  1.0
  S  S7  1  0.89522857  0.88958665  0.57829600  1.0
  S  S8  1  0.10477143  0.11041335  0.42170400  1.0
  S  S9  1  0.60477143  0.38958665  0.57829600  1.0
  S  S10  1  0.89522857  0.61041335  0.07829600  1.0
  S  S11  1  0.39522857  0.88958665  0.92170400  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.420999999999999
mp-13725_sg_31_formula_Li3PO4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_Li3PO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81341133
_cell_length_b   5.20197613
_cell_length_c   6.05746678
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3PO4
_chemical_formula_sum   'Li6 P2 O8'
_cell_volume   151.67443017
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50971606  0.84213504  0.00000000  1.0
  Li  Li1  1  0.00971606  0.15786496  0.50000000  1.0
  Li  Li2  1  0.50905824  0.32771537  0.74847434  1.0
  Li  Li3  1  0.00905824  0.67228463  0.75152566  1.0
  Li  Li4  1  0.00905824  0.67228463  0.24847434  1.0
  Li  Li5  1  0.50905824  0.32771537  0.25152566  1.0
  P  P6  1  0.50098351  0.82543738  0.50000000  1.0
  P  P7  1  0.00098351  0.17456262  0.00000000  1.0
  O  O8  1  0.10794221  0.31319798  0.20870243  1.0
  O  O9  1  0.60306062  0.10647078  0.50000000  1.0
  O  O10  1  0.18114191  0.81982067  0.50000000  1.0
  O  O11  1  0.68114291  0.18017933  0.00000000  1.0
  O  O12  1  0.60794221  0.68680202  0.70870243  1.0
  O  O13  1  0.10794221  0.31319798  0.79129757  1.0
  O  O14  1  0.10305962  0.89352922  0.00000000  1.0
  O  O15  1  0.60794221  0.68680202  0.29129757  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",5.818099999999999
mp-13868_sg_43_formula_PdF4.cif,band gap,decrease,"You are a material design expert. Your task is to modify a given CIF file to achieve a desired change in a specific material property. Please analyze the given CIF file and the target property. Identify the key structural features and elemental composition that influence the specified property. Propose a specific modification to the structure. This modification must be one or a combination of the following: 
 1. Element Substitution;
 2. Lattice Parameter Adjustment;
 3. Atomic Coordinate Adjustment.
 Please ensure the output is a correct CIF file. Return the modified CIF content within <cif> and </cif> tags.
 Input CIF content:
# generated using pymatgen
data_PdF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41514700
_cell_length_b   5.41514666
_cell_length_c   5.50946934
_cell_angle_alpha   105.93271602
_cell_angle_beta   105.93270405
_cell_angle_gamma   116.19456823
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PdF4
_chemical_formula_sum   'Pd2 F8'
_cell_volume   123.87576309
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.73969768  0.23969768  0.50000000  1.0
  Pd  Pd1  1  0.98969768  0.98969768  -0.00000000  1.0
  F  F2  1  0.97117078  0.74863568  0.18518604  1.0
  F  F3  1  0.56345065  0.78598575  0.81481396  1.0
  F  F4  1  0.01913268  0.29580748  0.31226028  1.0
  F  F5  1  0.98354720  0.70687441  0.68773972  1.0
  F  F6  1  0.04580748  0.26913268  0.81226028  1.0
  F  F7  1  0.45687441  0.23354720  0.18773972  1.0
  F  F8  1  0.53598575  0.81345065  0.31481396  1.0
  F  F9  1  0.49863568  0.22117078  0.68518604  1.0

 Your goal: modify the CIF file accordingly to decrease the band gap.",0.6178
